densenet121,1,10%,19.645484733581544
densenet121,1,20%,11.666313552856446
densenet121,1,30%,8.618326377868652
densenet121,1,40%,7.001558399200439
densenet121,1,50%,5.933708763122558
densenet121,1,60%,5.551142311096191
densenet121,1,70%,5.2275999069213865
densenet121,1,80%,5.055132818222046
densenet121,1,90%,5.255955171585083
densenet121,1,100%,5.160998439788818
densenet121,4,10%,32.407741165161134
densenet121,4,20%,17.352864265441895
densenet121,4,30%,13.811308860778809
densenet121,4,40%,10.933193492889405
densenet121,4,50%,9.867324829101562
densenet121,4,60%,9.281980800628663
densenet121,4,70%,8.623727989196777
densenet121,4,80%,9.625094318389893
densenet121,4,90%,8.731340885162354
densenet121,4,100%,7.968864059448242
densenet121,8,10%,50.63170890808105
densenet121,8,20%,27.701123428344726
densenet121,8,30%,20.908256149291994
densenet121,8,40%,17.20135040283203
densenet121,8,50%,15.47596788406372
densenet121,8,60%,15.88683204650879
densenet121,8,70%,12.721433639526367
densenet121,8,80%,11.884575939178466
densenet121,8,90%,11.573222446441651
densenet121,8,100%,11.214537525177002
densenet121,16,10%,93.48627853393555
densenet121,16,20%,51.108649826049806
densenet121,16,30%,38.62937965393066
densenet121,16,40%,29.16435852050781
densenet121,16,50%,25.435068893432618
densenet121,16,60%,23.175117111206056
densenet121,16,70%,21.052313804626465
densenet121,16,80%,19.74208927154541
densenet121,16,90%,19.207776069641113
densenet121,16,100%,19.835843086242676
densenet121,32,10%,177.74532165527344
densenet121,32,20%,94.12943649291992
densenet121,32,30%,67.4786590576172
densenet121,32,40%,53.2698429107666
densenet121,32,50%,46.99543075561523
densenet121,32,60%,42.869411087036134
densenet121,32,70%,40.87958755493164
densenet121,32,80%,35.0880313873291
densenet121,32,90%,33.762259292602536
densenet121,32,100%,32.58752937316895
densenet121,64,10%,351.26934204101565
densenet121,64,20%,185.85164947509764
densenet121,64,30%,132.16043090820312
densenet121,64,40%,104.34869689941407
densenet121,64,50%,90.51543350219727
densenet121,64,60%,82.29360656738281
densenet121,64,70%,75.62473678588867
densenet121,64,80%,70.1636459350586
densenet121,64,90%,66.44849014282227
densenet121,64,100%,64.89414672851562
densenet121,128,10%,692.3519287109375
densenet121,128,20%,364.0549377441406
densenet121,128,30%,258.9703094482422
densenet121,128,40%,203.93318786621094
densenet121,128,50%,178.25055236816405
densenet121,128,60%,161.61955871582032
densenet121,128,70%,147.19759521484374
densenet121,128,80%,136.25870819091796
densenet121,128,90%,130.62845611572266
densenet121,128,100%,126.7088394165039
mobilenetv31.0,1,10%,3.8671296358108522
mobilenetv31.0,1,20%,2.4517184019088747
mobilenetv31.0,1,30%,1.9590303778648377
mobilenetv31.0,1,40%,1.7564735889434815
mobilenetv31.0,1,50%,1.6086592197418212
mobilenetv31.0,1,60%,1.536681592464447
mobilenetv31.0,1,70%,1.456009602546692
mobilenetv31.0,1,80%,1.4239136099815368
mobilenetv31.0,1,90%,1.3903584003448486
mobilenetv31.0,1,100%,1.3640927910804748
mobilenetv31.0,4,10%,8.337084865570068
mobilenetv31.0,4,20%,4.665529584884643
mobilenetv31.0,4,30%,3.637958359718323
mobilenetv31.0,4,40%,3.022364854812622
mobilenetv31.0,4,50%,2.943151926994324
mobilenetv31.0,4,60%,2.726924753189087
mobilenetv31.0,4,70%,2.554464054107666
mobilenetv31.0,4,80%,2.4656352043151855
mobilenetv31.0,4,90%,2.436582398414612
mobilenetv31.0,4,100%,2.379667139053345
mobilenetv31.0,8,10%,14.023215961456298
mobilenetv31.0,8,20%,7.270899248123169
mobilenetv31.0,8,30%,5.272070407867432
mobilenetv31.0,8,40%,4.46331205368042
mobilenetv31.0,8,50%,3.9744192600250243
mobilenetv31.0,8,60%,3.7218495845794677
mobilenetv31.0,8,70%,3.4489311456680296
mobilenetv31.0,8,80%,3.6922656297683716
mobilenetv31.0,8,90%,3.5890496015548705
mobilenetv31.0,8,100%,3.462601590156555
mobilenetv31.0,16,10%,25.3311710357666
mobilenetv31.0,16,20%,12.337843132019042
mobilenetv31.0,16,30%,9.402502346038819
mobilenetv31.0,16,40%,7.487126398086548
mobilenetv31.0,16,50%,6.543507242202759
mobilenetv31.0,16,60%,6.119321632385254
mobilenetv31.0,16,70%,5.787360000610351
mobilenetv31.0,16,80%,5.463747215270996
mobilenetv31.0,16,90%,5.760937595367432
mobilenetv31.0,16,100%,5.594412803649902
mobilenetv31.0,32,10%,42.455452346801756
mobilenetv31.0,32,20%,22.591916847229005
mobilenetv31.0,32,30%,16.745974159240724
mobilenetv31.0,32,40%,13.674239921569825
mobilenetv31.0,32,50%,11.85310401916504
mobilenetv31.0,32,60%,11.068201732635497
mobilenetv31.0,32,70%,10.254601573944091
mobilenetv31.0,32,80%,10.629990291595458
mobilenetv31.0,32,90%,9.619811248779296
mobilenetv31.0,32,100%,9.068652725219726
mobilenetv31.0,64,10%,81.3741958618164
mobilenetv31.0,64,20%,43.985603713989256
mobilenetv31.0,64,30%,32.27809638977051
mobilenetv31.0,64,40%,26.217644691467285
mobilenetv31.0,64,50%,23.994751739501954
mobilenetv31.0,64,60%,20.875564956665038
mobilenetv31.0,64,70%,19.544432067871092
mobilenetv31.0,64,80%,18.47266902923584
mobilenetv31.0,64,90%,17.742189025878908
mobilenetv31.0,64,100%,17.117324829101562
mobilenetv31.0,128,10%,159.24668884277344
mobilenetv31.0,128,20%,85.77944107055664
mobilenetv31.0,128,30%,62.92475509643555
mobilenetv31.0,128,40%,50.94912338256836
mobilenetv31.0,128,50%,43.92403564453125
mobilenetv31.0,128,60%,40.17917366027832
mobilenetv31.0,128,70%,37.79297943115235
mobilenetv31.0,128,80%,35.68527374267578
mobilenetv31.0,128,90%,34.234975814819336
mobilenetv31.0,128,100%,33.04846725463867
resnet50,1,10%,11.968630409240722
resnet50,1,20%,7.752111959457397
resnet50,1,30%,6.00568962097168
resnet50,1,40%,5.065254402160645
resnet50,1,50%,4.668048000335693
resnet50,1,60%,4.271081495285034
resnet50,1,70%,3.9853952407836912
resnet50,1,80%,3.741827201843262
resnet50,1,90%,3.631190371513367
resnet50,1,100%,3.595420789718628
resnet50,4,10%,31.634018898010254
resnet50,4,20%,16.90783061981201
resnet50,4,30%,12.639612770080566
resnet50,4,40%,10.872207927703858
resnet50,4,50%,9.989842987060547
resnet50,4,60%,8.508371257781983
resnet50,4,70%,7.275132846832276
resnet50,4,80%,6.440528011322021
resnet50,4,90%,6.248131132125854
resnet50,4,100%,6.0034080982208256
resnet50,8,10%,56.534236907958984
resnet50,8,20%,31.1787971496582
resnet50,8,30%,21.976057624816896
resnet50,8,40%,16.63026237487793
resnet50,8,50%,14.881209754943848
resnet50,8,60%,15.239273643493652
resnet50,8,70%,12.513139152526856
resnet50,8,80%,10.286143970489501
resnet50,8,90%,9.75923843383789
resnet50,8,100%,9.41601915359497
resnet50,16,10%,98.4168312072754
resnet50,16,20%,52.114348602294925
resnet50,16,30%,37.16427230834961
resnet50,16,40%,28.978201866149902
resnet50,16,50%,24.971750259399414
resnet50,16,60%,22.904448127746583
resnet50,16,70%,19.366732597351074
resnet50,16,80%,20.188130950927736
resnet50,16,90%,17.225634956359862
