efficientnet_v2_m,64,10%,2330.371875
efficientnet_v2_m,64,20%,1218.2009033203126
efficientnet_v2_m,64,30%,862.7663330078125
efficientnet_v2_m,64,40%,681.7193298339844
efficientnet_v2_m,64,50%,582.281787109375
efficientnet_v2_m,64,60%,517.7968078613281
efficientnet_v2_m,64,70%,466.6567047119141
efficientnet_v2_m,64,80%,431.27092895507815
efficientnet_v2_m,64,90%,408.41449584960935
efficientnet_v2_m,64,100%,390.0384826660156
densenet121,64,10%,1041.0786865234375
densenet121,64,20%,556.2096252441406
densenet121,64,30%,388.91887817382815
densenet121,64,40%,315.7759704589844
densenet121,64,50%,274.5806854248047
densenet121,64,60%,247.07520904541016
densenet121,64,70%,229.5590072631836
densenet121,64,80%,214.91547546386718
densenet121,64,90%,207.27992401123046
densenet121,64,100%,201.3085678100586
densenet121,128,10%,2072.0394775390623
densenet121,128,20%,1088.2833374023437
densenet121,128,30%,772.4244934082031
densenet121,128,40%,617.9710205078125
densenet121,128,50%,538.5251831054687
densenet121,128,60%,479.7730407714844
densenet121,128,70%,439.54620056152345
densenet121,128,80%,410.2108947753906
densenet121,128,90%,396.5759033203125
densenet121,128,100%,385.72780151367186
mobilenetv31.0,64,10%,316.74989929199216
mobilenetv31.0,64,20%,172.1551727294922
mobilenetv31.0,64,30%,123.86546936035157
mobilenetv31.0,64,40%,101.58391723632812
mobilenetv31.0,64,50%,87.6571418762207
mobilenetv31.0,64,60%,80.12344970703126
mobilenetv31.0,64,70%,74.76327362060547
mobilenetv31.0,64,80%,70.42894439697265
mobilenetv31.0,64,90%,67.10216598510742
mobilenetv31.0,64,100%,64.6142448425293
mobilenetv31.0,128,10%,614.0356079101563
mobilenetv31.0,128,20%,333.0860198974609
mobilenetv31.0,128,30%,236.5195327758789
mobilenetv31.0,128,40%,192.79839935302735
mobilenetv31.0,128,50%,166.4599380493164
mobilenetv31.0,128,60%,150.84145812988282
mobilenetv31.0,128,70%,140.3269790649414
mobilenetv31.0,128,80%,132.24337310791014
mobilenetv31.0,128,90%,126.21458435058594
mobilenetv31.0,128,100%,121.70042495727539
mobilenetv31.0,256,10%,1239.7239990234375
mobilenetv31.0,256,20%,665.9638000488281
mobilenetv31.0,256,30%,469.68364868164065
mobilenetv31.0,256,40%,383.2783721923828
mobilenetv31.0,256,50%,328.6117401123047
mobilenetv31.0,256,60%,296.67974853515625
mobilenetv31.0,256,70%,275.8919372558594
mobilenetv31.0,256,80%,259.6196258544922
mobilenetv31.0,256,90%,247.10567474365234
mobilenetv31.0,256,100%,238.6234619140625
mobilenetv31.0,512,10%,2483.6970947265627
mobilenetv31.0,512,20%,1327.9671142578125
mobilenetv31.0,512,30%,934.2849304199219
mobilenetv31.0,512,40%,757.647119140625
mobilenetv31.0,512,50%,650.0412048339844
mobilenetv31.0,512,60%,587.4986572265625
mobilenetv31.0,512,70%,548.2910095214844
mobilenetv31.0,512,80%,516.6333435058593
mobilenetv31.0,512,90%,493.9766815185547
mobilenetv31.0,512,100%,480.6129974365234
resnet50,64,10%,1126.468896484375
resnet50,64,20%,587.6152282714844
resnet50,64,30%,414.06825561523436
resnet50,64,40%,327.3442901611328
resnet50,64,50%,276.5841491699219
resnet50,64,60%,242.68362121582032
resnet50,64,70%,220.03373107910156
resnet50,64,80%,205.2533920288086
resnet50,64,90%,192.86294860839843
resnet50,64,100%,186.19718475341796
resnet50,128,10%,2187.1880615234377
resnet50,128,20%,1132.5143310546875
resnet50,128,30%,792.8436706542968
resnet50,128,40%,626.677783203125
resnet50,128,50%,528.4470825195312
resnet50,128,60%,463.0429443359375
resnet50,128,70%,418.44964904785155
resnet50,128,80%,390.79246826171874
resnet50,128,90%,373.1063598632812
resnet50,128,100%,357.81394958496094
resnet50,256,10%,4354.439599609375
resnet50,256,20%,2249.59033203125
resnet50,256,30%,1568.206103515625
resnet50,256,40%,1233.5871337890626
resnet50,256,50%,1034.9988525390625
resnet50,256,60%,909.2860656738281
resnet50,256,70%,816.4089660644531
resnet50,256,80%,761.7667724609375
resnet50,256,90%,733.5985412597656
resnet50,256,100%,699.4043273925781
convnext_base,64,10%,6063.1912109375
convnext_base,64,20%,3077.9302734375
convnext_base,64,30%,2123.4754638671875
convnext_base,64,40%,1617.747314453125
convnext_base,64,50%,1349.7072021484375
convnext_base,64,60%,1143.2296997070312
convnext_base,64,70%,999.0193542480469
convnext_base,64,80%,896.5923034667969
convnext_base,64,90%,822.1423095703125
convnext_base,64,100%,758.9576171875
